run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc,firearea
241,567.7,411.2,149,26,176,8.5,155.2,12.0,13.0,14.0,0,0,0,0,90.0,120.0,1804.1
242,-914.5,-652.2,186,35,221,14.0,185.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,839.3
243,8.1,277.4,202,23,213,7.8,226.5,6.0,7.0,8.0,0,0,0,0,30.0,60.0,1590.6
244,-239.1,-410.2,123,7,268,10.7,349.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,2196.1
245,-713.2,710.3,124,7,84,30.1,295.2,9.0,10.0,11.0,0,0,0,0,30.0,60.0,0.0
246,-150.6,363.2,186,13,227,2.4,249.2,3.0,4.0,5.0,0,0,0,0,120.0,150.0,1303.2
247,126.2,32.9,164,14,308,17.8,148.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,1388.2
248,-870.2,288.5,149,15,249,14.9,339.6,3.0,4.0,5.0,0,0,0,0,60.0,90.0,2582.2
249,-948.0,598.0,142,17,210,20.5,348.6,3.0,4.0,5.0,0,0,0,0,60.0,90.0,1105.1
250,959.1,271.7,181,34,268,8.1,190.8,12.0,13.0,14.0,0,0,0,0,120.0,150.0,52.5
251,717.7,676.9,143,2,84,16.5,15.7,3.0,4.0,5.0,0,0,0,0,90.0,120.0,681.0
252,-30.6,859.4,146,36,148,29.7,90.1,9.0,10.0,11.0,0,0,0,0,120.0,150.0,781.7
253,672.6,497.2,183,10,164,23.1,86.0,6.0,7.0,8.0,0,0,0,0,90.0,120.0,401.6
254,927.3,-691.1,181,20,77,7.1,352.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,95.6
255,-170.9,-743.6,102,15,29,5.0,207.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,3264.3
256,-549.6,147.8,188,34,224,28.7,226.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,643.8
257,938.5,-881.9,146,12,165,6.2,45.8,3.0,4.0,5.0,0,0,0,0,120.0,150.0,2530.2
258,656.9,-316.0,103,39,264,20.2,62.0,9.0,10.0,11.0,0,0,0,0,60.0,90.0,2764.4
259,-535.3,83.6,203,19,118,17.7,181.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,1220.5
260,-350.2,-349.6,148,34,59,17.0,280.1,12.0,13.0,14.0,0,0,0,0,90.0,120.0,1196.5
261,953.0,652.2,161,34,143,14.6,132.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,213.5
262,-959.2,337.3,188,3,293,24.1,109.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,229.7
263,-883.7,43.3,121,25,7,6.3,97.6,6.0,7.0,8.0,0,0,0,0,120.0,150.0,108.3
264,-478.3,-925.9,164,39,343,12.9,325.3,9.0,10.0,11.0,0,0,0,0,120.0,150.0,294.5
265,444.2,71.1,144,32,18,6.2,29.9,12.0,13.0,14.0,0,0,0,0,30.0,60.0,2714.1
266,-143.3,228.2,164,18,89,4.3,209.8,9.0,10.0,11.0,0,0,0,0,30.0,60.0,1548.3
267,421.5,84.5,141,24,15,5.6,274.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,145.4
268,807.5,-823.1,121,13,2,4.1,198.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,54.3
269,759.0,822.2,107,0,62,29.0,6.5,12.0,13.0,14.0,0,0,0,0,90.0,120.0,2037.4
270,-717.0,328.4,183,37,85,9.7,19.1,3.0,4.0,5.0,0,0,0,0,30.0,60.0,222.2
271,39.7,302.9,104,14,177,13.0,26.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,3419.5
272,-407.8,-450.3,203,37,32,23.5,154.9,12.0,13.0,14.0,0,0,0,0,30.0,60.0,975.0
273,940.1,-676.4,188,41,18,1.7,328.1,9.0,10.0,11.0,0,0,0,0,60.0,90.0,339.4
274,841.0,84.5,188,23,160,17.8,77.1,6.0,7.0,8.0,0,0,0,0,60.0,90.0,1257.9
275,901.8,-551.1,101,14,298,21.8,156.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,86.5
276,953.0,714.7,101,5,127,3.4,262.7,12.0,13.0,14.0,0,0,0,0,90.0,120.0,79.0
277,-547.4,-593.6,146,33,168,22.3,148.6,6.0,7.0,8.0,0,0,0,0,120.0,150.0,1050.6
278,506.7,169.4,123,18,268,23.8,236.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,520.2
279,100.3,884.5,146,25,7,25.7,177.7,12.0,13.0,14.0,0,0,0,0,90.0,120.0,365.6
280,405.8,-305.6,145,39,308,9.8,145.5,3.0,4.0,5.0,0,0,0,0,120.0,150.0,3419.5
281,-403.2,-112.9,162,36,24,9.6,175.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,1120.2
282,879.0,391.8,202,20,282,21.8,69.7,3.0,4.0,5.0,0,0,0,0,30.0,60.0,2099.6
283,434.4,-592.6,148,39,323,3.3,319.3,12.0,13.0,14.0,0,0,0,0,120.0,150.0,434.8
284,340.3,-515.8,188,29,196,1.3,273.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,1579.0
285,-685.1,686.9,201,31,156,27.5,102.2,9.0,10.0,11.0,0,0,0,0,30.0,60.0,281.6
286,-110.9,144.7,109,40,159,8.3,318.7,6.0,7.0,8.0,0,0,0,0,120.0,150.0,931.4
287,698.1,-773.2,121,14,232,11.8,194.9,12.0,13.0,14.0,0,0,0,0,120.0,150.0,35.6
288,61.5,637.8,141,40,218,20.0,352.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,34.7
289,-696.5,844.1,164,17,236,17.2,148.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,530.4
290,61.4,-191.9,102,25,115,17.0,209.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,1630.2
291,-728.1,102.7,165,36,326,2.5,57.3,6.0,7.0,8.0,0,0,0,0,30.0,60.0,1583.7
292,-855.3,36.3,146,26,314,5.2,58.5,6.0,7.0,8.0,0,0,0,0,60.0,90.0,2906.3
293,-216.0,452.5,102,2,72,14.0,105.3,9.0,10.0,11.0,0,0,0,0,90.0,120.0,912.7
294,414.6,-675.0,203,21,84,20.5,222.2,3.0,4.0,5.0,0,0,0,0,30.0,60.0,1990.2
295,-15.9,249.4,188,41,62,31.0,181.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,406.5
296,317.2,174.0,107,28,299,18.0,7.4,6.0,7.0,8.0,0,0,0,0,30.0,60.0,3260.7
297,548.6,320.2,184,40,5,11.5,337.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,330.5
298,-166.1,325.2,183,7,32,21.0,76.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,244.2
299,-323.5,678.0,149,44,86,1.5,227.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,1800.7
300,97.9,-116.0,185,34,186,25.2,341.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,634.5
301,210.4,29.6,189,12,112,7.2,126.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,1367.5
302,-25.0,166.9,124,10,124,22.0,309.7,12.0,13.0,14.0,0,0,0,0,90.0,120.0,608.2
303,-90.5,555.4,188,26,167,20.7,44.4,6.0,7.0,8.0,0,0,0,0,30.0,60.0,804.0
304,-360.5,920.4,163,12,291,21.9,350.2,3.0,4.0,5.0,0,0,0,0,60.0,90.0,1996.4
305,-930.2,-867.9,185,7,307,7.9,78.6,12.0,13.0,14.0,0,0,0,0,120.0,150.0,321.4
306,-931.4,96.3,165,32,93,22.8,318.3,12.0,13.0,14.0,0,0,0,0,90.0,120.0,658.3
307,883.1,-296.5,105,30,327,1.7,21.9,6.0,7.0,8.0,0,0,0,0,90.0,120.0,2163.0
308,-333.8,-931.1,144,11,196,28.4,292.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,1065.7
309,721.2,-51.3,164,11,339,13.2,145.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,1818.7
310,343.6,26.1,145,3,113,18.5,232.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,1581.2
311,227.7,-122.1,183,5,353,2.2,100.9,6.0,7.0,8.0,0,0,0,0,120.0,150.0,63.4
312,786.2,-767.8,163,0,309,9.7,0.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,1385.7
313,262.7,282.1,201,17,49,4.2,124.5,9.0,10.0,11.0,0,0,0,0,90.0,120.0,1082.4
314,-431.6,-705.6,182,14,283,28.3,169.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,397.0
315,-700.8,841.3,123,39,143,16.4,222.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,1173.1
316,137.8,892.5,149,34,154,10.2,118.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,1201.6
317,938.9,-723.7,188,37,268,24.0,228.3,12.0,13.0,14.0,0,0,0,0,90.0,120.0,179.5
318,890.7,-954.6,183,33,283,24.2,197.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,187.7
319,-942.8,-249.0,146,1,111,17.5,355.3,6.0,7.0,8.0,0,0,0,0,30.0,60.0,1239.2
320,836.6,230.5,104,41,315,30.6,351.1,12.0,13.0,14.0,0,0,0,0,120.0,150.0,173.2
321,482.0,561.5,122,43,234,13.2,185.1,3.0,4.0,5.0,0,0,0,0,60.0,90.0,595.6
322,-639.9,-752.7,181,3,153,27.8,269.0,9.0,10.0,11.0,0,0,0,0,60.0,90.0,70.9
323,-145.3,753.4,123,33,336,7.0,226.1,3.0,4.0,5.0,0,0,0,0,90.0,120.0,1463.4
324,-75.7,-516.4,182,39,217,29.5,136.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,344.5
325,-82.5,-734.0,142,39,252,6.7,280.9,6.0,7.0,8.0,0,0,0,0,120.0,150.0,252.9
326,234.6,-798.2,165,1,203,12.3,13.3,9.0,10.0,11.0,0,0,0,0,120.0,150.0,530.0
327,432.4,673.5,145,30,12,13.4,80.9,6.0,7.0,8.0,0,0,0,0,120.0,150.0,1921.9
328,-940.3,317.3,102,22,246,14.4,6.7,9.0,10.0,11.0,0,0,0,0,90.0,120.0,1299.0
329,-99.1,942.1,142,3,217,15.8,328.7,9.0,10.0,11.0,0,0,0,0,30.0,60.0,828.9
330,-68.0,620.4,203,16,339,16.9,317.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,1917.5
331,150.4,472.7,163,3,47,26.8,295.4,9.0,10.0,11.0,0,0,0,0,30.0,60.0,1573.9
332,-135.2,-488.4,202,22,327,6.5,44.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,2079.6
333,-465.5,-708.3,146,42,323,29.6,150.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,1613.5
334,442.8,226.7,144,16,47,28.2,344.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,1351.0
335,702.9,-40.7,121,43,288,23.2,151.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,866.0
336,-146.9,503.7,188,4,241,8.0,0.4,12.0,13.0,14.0,0,0,0,0,30.0,60.0,966.1
337,-515.1,-404.3,107,24,40,1.0,99.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,3419.5
338,-70.0,-925.9,146,15,208,27.5,283.4,6.0,7.0,8.0,0,0,0,0,90.0,120.0,901.6
339,693.2,-950.6,163,27,201,14.4,267.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,1629.3
340,524.2,909.5,106,36,290,22.6,336.4,3.0,4.0,5.0,0,0,0,0,120.0,150.0,40.0
341,68.8,-466.8,142,28,75,19.2,5.3,12.0,13.0,14.0,0,0,0,0,60.0,90.0,153.7
342,-14.7,-168.9,188,18,57,25.7,78.3,6.0,7.0,8.0,0,0,0,0,60.0,90.0,516.6
343,128.6,-703.1,189,27,118,8.2,78.1,12.0,13.0,14.0,0,0,0,0,120.0,150.0,1071.5
344,-431.9,-430.0,121,29,2,16.4,37.4,3.0,4.0,5.0,0,0,0,0,90.0,120.0,680.7
345,-637.4,677.1,148,19,95,3.7,98.9,3.0,4.0,5.0,0,0,0,0,120.0,150.0,1495.2
346,-929.0,-865.3,162,32,87,21.0,247.2,12.0,13.0,14.0,0,0,0,0,30.0,60.0,2052.9
347,940.3,-420.5,122,9,70,17.4,97.2,12.0,13.0,14.0,0,0,0,0,30.0,60.0,1939.3
348,-36.7,-702.0,162,35,193,9.6,57.6,3.0,4.0,5.0,0,0,0,0,120.0,150.0,2111.0
349,-231.5,109.1,124,24,201,29.8,147.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,431.2
350,-874.2,-193.5,109,21,150,5.5,110.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,3419.5
351,826.1,-223.0,162,43,298,18.4,147.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,860.4
352,467.5,153.5,203,40,306,30.0,67.0,9.0,10.0,11.0,0,0,0,0,120.0,150.0,1482.3
353,761.3,-163.6,186,16,28,26.8,296.8,9.0,10.0,11.0,0,0,0,0,30.0,60.0,277.1
354,193.9,170.1,101,14,331,6.4,191.6,6.0,7.0,8.0,0,0,0,0,120.0,150.0,12.7
355,763.6,-230.6,105,10,78,4.0,352.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,195.5
356,-229.1,869.9,147,6,351,21.4,245.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,1128.2
357,-578.6,211.2,187,22,301,5.6,217.4,9.0,10.0,11.0,0,0,0,0,60.0,90.0,449.2
358,-345.7,114.7,102,10,26,3.3,221.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,3404.0
359,246.2,59.0,181,15,356,19.5,250.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,202.4
360,489.7,326.7,185,20,231,21.1,13.7,9.0,10.0,11.0,0,0,0,0,30.0,60.0,619.6
361,498.8,663.5,145,42,39,14.8,7.9,6.0,7.0,8.0,0,0,0,0,30.0,60.0,3086.8
362,100.7,-618.5,189,16,27,27.2,340.8,3.0,4.0,5.0,0,0,0,0,120.0,150.0,467.9
363,-244.5,921.9,204,38,351,18.6,281.2,3.0,4.0,5.0,0,0,0,0,120.0,150.0,0.0
364,474.9,948.5,144,37,298,2.1,93.6,3.0,4.0,5.0,0,0,0,0,90.0,120.0,1780.0
365,-399.5,699.6,163,29,270,8.9,205.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,2591.1
366,235.7,-582.9,105,40,9,10.3,237.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,447.7
367,-24.8,474.3,183,9,4,2.0,179.1,6.0,7.0,8.0,0,0,0,0,60.0,90.0,48.0
368,704.4,-626.3,187,27,271,22.4,246.2,6.0,7.0,8.0,0,0,0,0,90.0,120.0,163.9
369,405.8,-144.0,143,37,344,21.3,311.2,9.0,10.0,11.0,0,0,0,0,120.0,150.0,288.4
370,-43.6,959.1,142,21,31,18.9,308.1,9.0,10.0,11.0,0,0,0,0,30.0,60.0,589.3
371,-500.9,-559.7,121,42,62,19.1,347.4,12.0,13.0,14.0,0,0,0,0,90.0,120.0,375.6
372,128.3,-539.2,122,43,26,29.4,194.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,369.8
373,354.3,-524.4,143,38,142,27.8,76.2,3.0,4.0,5.0,0,0,0,0,120.0,150.0,479.5
374,23.8,-16.6,147,35,185,5.4,297.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,2678.1
375,495.7,-955.8,188,29,297,20.0,111.2,6.0,7.0,8.0,0,0,0,0,90.0,120.0,1432.0
376,835.0,-642.8,204,17,117,29.4,47.4,9.0,10.0,11.0,0,0,0,0,120.0,150.0,1.1
377,-814.6,249.2,121,22,234,16.3,46.8,3.0,4.0,5.0,0,0,0,0,120.0,150.0,31.6
378,270.0,-371.6,103,15,270,8.1,71.7,9.0,10.0,11.0,0,0,0,0,120.0,150.0,25.4
379,151.8,-498.1,188,6,227,6.4,10.6,9.0,10.0,11.0,0,0,0,0,60.0,90.0,702.1
380,816.9,518.1,104,28,31,16.6,136.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,3386.6
381,574.4,-321.4,203,2,40,28.4,232.8,6.0,7.0,8.0,0,0,0,0,30.0,60.0,1194.5
382,91.4,93.4,107,1,122,7.1,40.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,1083.5
383,-632.3,-481.8,142,37,188,29.1,88.0,12.0,13.0,14.0,0,0,0,0,60.0,90.0,117.6
384,-83.4,-179.5,107,6,245,0.2,340.9,3.0,4.0,5.0,0,0,0,0,30.0,60.0,3419.5
385,360.4,750.7,103,10,346,11.0,52.3,3.0,4.0,5.0,0,0,0,0,30.0,60.0,3419.5
386,-64.4,557.4,181,41,250,23.5,129.7,6.0,7.0,8.0,0,0,0,0,120.0,150.0,84.5
387,-821.6,-35.9,146,14,262,27.0,223.9,12.0,13.0,14.0,0,0,0,0,120.0,150.0,1219.4
388,13.3,883.4,106,12,73,3.8,157.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,3419.5
389,-186.2,203.2,144,3,115,26.7,144.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,1039.0
390,528.6,717.2,184,17,190,2.1,179.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,252.9
391,311.8,267.8,145,19,158,18.5,329.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,1223.8
392,-590.6,891.0,147,15,292,25.2,151.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,985.0
393,-673.4,-511.7,109,41,237,25.9,86.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,3419.5
394,946.0,643.7,146,0,126,2.1,167.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,2147.4
395,92.8,247.4,181,32,326,5.1,336.6,3.0,4.0,5.0,0,0,0,0,60.0,90.0,161.9
396,431.9,622.3,104,12,57,14.9,24.2,6.0,7.0,8.0,0,0,0,0,60.0,90.0,3418.2
397,671.5,-333.7,162,23,146,17.1,279.7,3.0,4.0,5.0,0,0,0,0,90.0,120.0,833.3
398,632.9,-728.1,162,0,287,0.2,84.8,3.0,4.0,5.0,0,0,0,0,120.0,150.0,838.6
399,170.4,-705.5,182,38,194,30.2,72.0,3.0,4.0,5.0,0,0,0,0,60.0,90.0,263.8
400,-808.2,954.8,189,43,254,16.6,216.2,9.0,10.0,11.0,0,0,0,0,30.0,60.0,326.7
401,-647.9,574.3,161,18,128,11.0,18.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,629.8
402,628.5,519.9,105,28,29,6.8,299.2,12.0,13.0,14.0,0,0,0,0,120.0,150.0,353.8
403,-810.9,-97.7,161,19,347,17.4,292.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,112.8
404,-252.5,-741.1,121,9,40,18.3,165.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,1069.9
405,-44.7,-543.4,187,17,34,6.5,348.9,6.0,7.0,8.0,0,0,0,0,30.0,60.0,446.8
406,-48.4,795.3,188,23,40,24.1,118.1,12.0,13.0,14.0,0,0,0,0,60.0,90.0,445.5
407,-845.4,-527.6,106,12,137,29.7,30.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,2418.5
408,-957.9,55.9,143,15,300,5.8,73.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,440.1
409,-311.7,668.4,184,44,86,26.1,281.1,6.0,7.0,8.0,0,0,0,0,90.0,120.0,349.8
410,408.5,-528.6,186,35,163,2.1,317.2,6.0,7.0,8.0,0,0,0,0,90.0,120.0,1326.4
411,114.8,607.2,102,36,89,23.1,218.6,9.0,10.0,11.0,0,0,0,0,60.0,90.0,1016.6
412,-225.3,913.5,188,45,306,31.0,286.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,744.6
413,657.1,-744.3,142,39,240,22.5,329.2,9.0,10.0,11.0,0,0,0,0,30.0,60.0,187.5
414,-151.1,21.8,203,34,272,14.7,146.6,6.0,7.0,8.0,0,0,0,0,30.0,60.0,2348.7
415,-622.9,-28.9,105,6,165,12.9,55.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,2889.6
416,-110.0,-950.3,109,31,259,10.5,99.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,3419.5
417,560.8,876.1,146,2,330,13.9,12.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,2678.7
418,-255.9,-151.0,107,6,304,12.0,134.9,3.0,4.0,5.0,0,0,0,0,120.0,150.0,891.4
419,956.1,-666.0,182,2,109,12.5,80.5,9.0,10.0,11.0,0,0,0,0,90.0,120.0,124.3
420,-428.4,875.0,204,41,130,24.7,175.1,6.0,7.0,8.0,0,0,0,0,60.0,90.0,1445.1
421,-513.5,-479.7,187,12,48,1.6,164.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,169.7
422,-885.6,-289.9,106,43,196,6.1,287.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,22.9
423,-430.5,-25.8,184,0,10,22.7,210.6,9.0,10.0,11.0,0,0,0,0,90.0,120.0,372.1
424,-96.5,-635.8,181,45,301,17.9,88.1,3.0,4.0,5.0,0,0,0,0,90.0,120.0,103.6
425,-611.9,-811.0,104,39,87,26.3,33.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,519.7
426,950.5,24.5,146,8,68,17.3,336.9,9.0,10.0,11.0,0,0,0,0,120.0,150.0,731.9
427,2.2,912.2,149,11,169,2.2,217.4,12.0,13.0,14.0,0,0,0,0,30.0,60.0,3419.5
428,-570.1,-257.5,107,2,8,18.6,154.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,0.0
429,-653.9,175.8,161,34,303,7.2,312.7,3.0,4.0,5.0,0,0,0,0,30.0,60.0,1036.4
430,872.1,-774.7,105,36,77,16.8,155.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,1019.0
431,-493.5,-145.5,186,28,35,5.6,24.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,975.2
432,583.2,-865.0,182,22,82,7.9,27.9,3.0,4.0,5.0,0,0,0,0,120.0,150.0,277.5
433,-936.7,-589.8,109,13,196,23.6,177.4,6.0,7.0,8.0,0,0,0,0,60.0,90.0,3419.5
434,173.4,609.6,102,4,258,24.3,195.4,3.0,4.0,5.0,0,0,0,0,60.0,90.0,1104.6
435,-857.7,500.1,148,34,140,13.6,121.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,563.5
436,345.0,-40.8,145,25,55,5.0,220.2,3.0,4.0,5.0,0,0,0,0,60.0,90.0,3419.5
437,-773.9,8.3,124,19,54,12.6,133.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,2387.6
438,226.5,-483.1,144,2,22,22.3,186.2,9.0,10.0,11.0,0,0,0,0,120.0,150.0,708.8
439,-849.9,-445.6,165,37,85,28.7,118.0,9.0,10.0,11.0,0,0,0,0,60.0,90.0,360.9
440,524.3,-838.8,147,42,202,27.3,311.0,12.0,13.0,14.0,0,0,0,0,60.0,90.0,500.4
441,39.0,-297.6,204,33,11,19.5,241.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,2405.0
442,-11.9,409.3,143,35,207,18.8,344.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,650.7
443,385.1,-491.8,141,27,221,24.9,182.9,6.0,7.0,8.0,0,0,0,0,30.0,60.0,1141.3
444,252.4,-187.7,184,40,126,4.4,29.6,3.0,4.0,5.0,0,0,0,0,90.0,120.0,606.5
445,937.1,321.5,142,30,105,12.2,65.9,6.0,7.0,8.0,0,0,0,0,90.0,120.0,449.5
446,-208.5,-3.8,144,7,232,0.5,180.2,6.0,7.0,8.0,0,0,0,0,60.0,90.0,2750.1
447,14.7,-382.1,105,32,42,18.0,16.7,12.0,13.0,14.0,0,0,0,0,90.0,120.0,866.9
448,775.9,443.4,204,17,233,30.3,233.4,9.0,10.0,11.0,0,0,0,0,120.0,150.0,0.4
449,-602.4,-806.2,161,25,97,15.2,18.5,12.0,13.0,14.0,0,0,0,0,30.0,60.0,315.8
450,-919.6,304.6,148,44,146,16.2,131.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,822.6
451,836.4,932.6,121,39,28,23.4,81.1,3.0,4.0,5.0,0,0,0,0,60.0,90.0,1545.2
452,-777.2,68.2,183,35,150,5.8,322.1,6.0,7.0,8.0,0,0,0,0,30.0,60.0,253.8
453,722.7,55.2,163,25,229,7.3,95.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,2898.9
454,626.7,-373.5,165,45,219,6.8,273.8,9.0,10.0,11.0,0,0,0,0,90.0,120.0,363.6
455,731.7,302.6,145,41,344,28.8,264.4,6.0,7.0,8.0,0,0,0,0,60.0,90.0,1862.3
456,30.8,-277.1,163,14,149,9.7,355.8,3.0,4.0,5.0,0,0,0,0,60.0,90.0,2665.4
457,296.6,-632.8,204,1,267,9.8,159.3,3.0,4.0,5.0,0,0,0,0,90.0,120.0,3419.5
458,102.3,-406.8,105,28,112,16.3,189.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,3419.5
459,-550.4,181.7,165,27,133,2.4,292.0,9.0,10.0,11.0,0,0,0,0,90.0,120.0,1061.3
460,-2.7,-569.0,122,5,147,10.9,142.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,1011.5
461,-140.9,-630.7,183,6,185,12.1,202.7,12.0,13.0,14.0,0,0,0,0,90.0,120.0,169.5
462,105.7,16.9,162,43,94,4.0,357.1,9.0,10.0,11.0,0,0,0,0,60.0,90.0,1132.9
463,262.3,-292.6,101,0,109,29.9,118.5,12.0,13.0,14.0,0,0,0,0,90.0,120.0,147.7
464,264.7,755.0,187,23,153,24.0,294.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,418.1
465,-44.5,-350.6,181,0,322,14.5,41.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,95.0
466,109.7,883.5,182,29,286,14.1,88.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,37.6
467,-394.7,-495.1,122,3,205,2.0,359.5,3.0,4.0,5.0,0,0,0,0,120.0,150.0,114.5
468,336.7,-828.3,143,44,58,13.8,292.1,9.0,10.0,11.0,0,0,0,0,60.0,90.0,195.3
469,-553.3,803.4,204,9,187,14.5,331.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,3419.5
470,-702.3,342.7,182,1,219,17.4,67.4,6.0,7.0,8.0,0,0,0,0,90.0,120.0,185.0
471,-246.9,785.0,146,0,239,29.1,298.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,1665.5
472,447.5,-423.0,106,18,227,16.2,283.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,2383.6
473,-301.0,566.4,144,35,298,14.9,126.7,6.0,7.0,8.0,0,0,0,0,90.0,120.0,772.4
474,-626.2,349.5,163,37,198,12.1,144.8,12.0,13.0,14.0,0,0,0,0,60.0,90.0,910.7
475,479.7,-162.6,187,42,79,23.7,355.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,265.8
476,117.4,560.6,141,36,281,26.0,328.8,9.0,10.0,11.0,0,0,0,0,30.0,60.0,1173.4
477,387.9,665.3,122,11,278,9.8,97.7,6.0,7.0,8.0,0,0,0,0,60.0,90.0,2491.5
478,836.5,812.2,143,40,24,27.8,324.8,12.0,13.0,14.0,0,0,0,0,30.0,60.0,676.3
479,278.3,-564.8,103,0,132,24.2,291.3,9.0,10.0,11.0,0,0,0,0,90.0,120.0,816.2
480,-299.2,-279.0,106,34,15,28.2,125.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,1125.8
481,323.6,818.1,203,43,219,15.8,286.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,650.1
482,398.4,-641.9,145,4,355,8.6,51.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,3419.5
