run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc,firearea
1408,564.7,656.9,101,20,99,27.4,131.7,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1409,10.9,-276.6,101,20,212,8.4,182.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1410,827.7,-341.8,101,19,212,3.2,216.1,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1411,708.5,-492.5,101,1,239,6.1,156.4,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1412,-223.1,-136.3,101,19,222,6.7,192.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1413,51.5,-797.2,101,18,337,20.1,160.4,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1414,-261.7,480.5,101,15,123,22.5,358.3,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1415,146.2,312.6,101,23,176,26.6,228.6,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1416,-731.1,3.4,101,8,156,24.9,270.0,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1417,-176.9,-565.7,101,25,6,1.4,116.3,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1418,-543.0,-320.9,101,12,296,9.2,265.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1419,750.3,-651.7,101,33,174,9.7,121.3,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1420,268.9,383.2,101,43,158,17.3,148.0,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1421,149.4,3.1,101,22,323,25.8,24.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1422,-693.7,852.7,101,2,195,19.3,194.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1423,194.6,649.2,101,4,162,23.8,131.4,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1424,270.7,324.1,101,2,45,19.0,96.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1425,-106.2,96.2,101,32,72,18.9,186.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1426,-519.9,-49.0,101,24,25,3.0,140.1,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1427,364.3,-927.3,101,11,188,11.6,334.9,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1428,300.6,819.5,101,3,243,25.6,240.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1429,-712.8,249.9,101,36,164,19.9,349.0,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1430,423.5,-11.7,101,39,60,2.2,309.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1431,790.1,-172.9,101,42,66,20.7,333.3,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1432,401.5,109.3,101,19,95,19.9,57.1,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1433,97.8,-65.2,101,44,161,12.0,258.1,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1434,-613.8,391.7,101,20,224,26.0,279.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1435,-654.9,441.2,101,40,275,16.8,342.7,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1436,-273.5,0.7,101,2,181,8.3,201.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1437,636.0,876.5,101,18,172,10.8,5.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1438,471.5,-0.7,101,22,71,13.8,310.7,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1439,-392.1,-789.7,101,25,239,15.4,125.2,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1440,884.1,-933.6,101,34,102,24.6,189.7,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1441,-587.5,-163.5,101,21,165,10.9,276.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1442,743.3,-916.5,101,28,91,24.1,289.2,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1443,-858.6,-552.1,101,35,239,29.1,302.4,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1444,-826.4,84.2,101,38,292,29.8,208.3,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1445,-792.3,-66.0,101,25,219,2.9,261.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1446,630.2,334.7,101,16,128,29.2,134.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1447,708.4,411.4,101,37,79,26.5,122.5,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1448,-920.0,-29.6,101,31,194,19.9,217.1,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1449,238.7,247.1,101,31,200,30.9,202.1,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1450,378.8,-38.1,101,0,132,21.0,89.3,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1451,39.8,-249.0,101,19,62,10.6,68.9,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1452,874.5,-851.8,101,43,257,14.6,272.9,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1453,-258.0,466.3,101,14,207,9.4,145.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1454,-705.4,559.1,101,43,258,21.0,31.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1455,903.0,445.8,101,1,238,21.0,202.5,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1456,615.9,-891.9,101,34,127,9.4,225.0,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1457,-320.6,471.9,101,8,258,21.4,252.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1458,-954.5,149.7,101,7,9,3.0,291.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1459,675.5,599.9,101,10,316,3.1,220.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1460,930.5,-84.6,101,22,197,21.2,222.5,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1461,-592.1,-909.7,101,35,103,28.7,158.5,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1462,189.2,-956.2,101,30,241,5.0,177.8,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1463,259.6,595.2,101,17,263,5.3,209.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1464,-891.2,449.8,101,3,27,22.3,106.1,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1465,-397.8,-759.7,101,9,97,0.3,351.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1466,-890.7,-676.3,101,43,334,3.3,329.1,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1467,378.5,-562.2,101,33,67,1.7,331.9,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1468,91.5,949.9,101,15,15,3.7,180.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1469,212.5,-827.7,101,28,119,30.9,120.6,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1470,-778.4,-563.6,101,0,231,2.0,215.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1471,131.1,-625.2,101,15,177,17.8,275.7,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1472,-259.0,-250.3,101,18,79,13.7,8.0,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1473,-66.4,323.9,101,20,308,0.2,296.4,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1474,-174.7,-285.7,101,2,82,7.6,151.9,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1475,-8.2,858.2,101,4,332,29.8,72.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1476,-877.8,-489.1,101,42,315,20.7,177.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1477,-798.7,232.0,101,45,130,30.9,167.7,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1478,56.3,103.1,101,33,341,1.0,169.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1479,-435.1,-62.3,101,0,332,12.4,2.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1480,-499.3,-297.4,101,18,233,15.0,170.0,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1481,-562.9,-949.8,101,5,125,17.0,155.5,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1482,-909.0,-113.8,101,17,291,29.8,297.2,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1483,-121.0,-573.5,101,23,96,19.7,67.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1484,579.1,-554.0,101,28,13,1.5,299.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1485,-941.3,252.0,101,23,220,4.9,207.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1486,199.5,-116.0,101,32,124,13.6,23.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1487,-168.8,576.7,101,2,58,12.1,150.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1488,431.5,951.5,101,11,229,25.1,268.7,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1489,41.6,793.1,101,17,27,0.4,319.3,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1490,-957.7,-415.2,101,6,25,7.2,69.7,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1491,-663.2,490.7,101,32,143,25.1,20.6,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1492,-6.1,-799.4,101,7,39,20.0,222.0,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1493,-115.6,-358.1,101,40,200,29.9,229.8,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1494,-609.8,790.3,101,7,150,16.7,299.1,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1495,-896.8,-277.0,101,21,320,10.6,277.5,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1496,621.2,-44.5,101,9,123,21.1,19.6,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1497,-770.9,483.8,101,5,308,30.7,327.3,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1498,169.3,436.2,101,27,310,7.7,53.3,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1499,959.4,534.4,101,9,126,19.2,24.1,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1500,-2.8,467.3,101,0,175,20.4,126.2,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1501,721.3,493.5,101,26,201,29.5,196.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1502,282.7,558.8,101,23,176,6.0,309.5,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1503,-516.9,-236.9,101,42,25,0.4,37.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1504,-415.6,-291.1,101,17,71,29.7,150.4,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1505,-116.7,136.4,101,44,145,26.3,62.2,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1506,-954.7,151.8,101,23,161,29.8,67.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1507,-911.1,604.7,101,28,303,18.9,108.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1508,348.3,-114.0,101,14,112,17.5,142.6,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1509,-511.6,901.0,101,38,199,23.4,25.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1510,638.4,-398.7,101,29,146,26.7,195.1,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1511,598.2,-77.5,101,43,5,14.8,161.5,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1512,-795.9,579.4,101,6,196,5.0,261.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1513,-448.1,927.4,101,18,9,14.9,291.9,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1514,499.2,-248.1,101,28,218,24.7,323.3,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1515,-390.5,-790.1,101,15,354,17.8,15.0,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1516,805.9,697.3,101,39,42,0.5,348.0,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1517,326.7,-602.4,101,15,113,1.1,37.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1518,417.4,-358.0,101,45,248,30.8,265.4,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1519,-553.9,-925.0,101,12,82,7.6,20.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1520,-519.7,-59.8,101,8,253,10.5,240.4,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1521,-6.8,469.8,101,17,177,17.9,138.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1522,-170.6,-936.7,101,0,14,30.4,134.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1523,-13.1,-6.3,101,33,225,9.1,322.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1524,-637.3,-126.3,101,28,49,4.2,356.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1525,-260.2,125.6,101,34,62,25.8,87.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1526,-762.7,958.7,101,35,358,7.0,48.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1527,947.8,832.7,101,37,270,17.3,169.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1528,-82.3,527.9,101,30,300,12.0,225.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1529,698.7,834.8,101,0,265,11.7,3.0,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1530,-788.9,23.2,101,20,263,11.7,253.0,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1531,439.0,-919.8,101,15,172,29.0,189.3,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1532,-38.3,276.6,101,17,316,18.3,202.3,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1533,143.2,-858.9,101,4,221,7.5,30.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1534,376.4,-180.9,101,37,180,9.6,274.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1535,255.2,930.0,101,16,96,20.3,273.3,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1536,42.8,-616.3,101,42,227,26.2,254.6,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1537,794.5,305.6,101,45,182,7.6,133.4,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1538,874.2,-123.2,101,28,274,3.1,87.8,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1539,522.1,-398.8,101,12,55,8.2,166.8,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1540,402.8,627.2,101,3,224,13.3,239.3,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1541,-159.5,-345.0,101,11,358,16.0,171.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1542,-480.0,-406.5,101,40,23,25.4,134.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1543,-547.8,-6.6,101,11,51,7.3,128.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1544,-441.7,-338.4,101,37,285,17.0,105.9,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1545,-823.3,6.5,101,9,167,3.5,150.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1546,554.5,-525.1,101,23,63,7.0,315.8,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1547,203.9,457.3,101,16,148,5.7,21.5,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1548,693.4,901.8,101,40,240,1.5,346.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1549,-63.5,-946.1,101,10,7,9.3,82.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1550,-328.3,-74.8,101,30,299,10.4,17.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1551,491.7,539.3,101,40,74,11.3,252.7,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1552,219.7,-730.0,101,35,92,22.8,55.5,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1553,-946.9,593.2,101,23,89,5.9,191.7,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1554,183.2,636.6,101,42,205,25.6,190.9,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1555,794.6,-132.8,101,12,75,11.0,89.0,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1556,-29.1,-64.5,101,26,208,10.3,36.5,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1557,248.9,-951.2,101,34,172,30.9,274.9,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1558,-191.4,470.8,101,6,105,13.9,269.0,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1559,-497.0,140.8,101,22,173,5.2,182.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1560,801.9,462.3,101,20,274,12.5,65.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1561,-413.1,-571.6,101,34,357,11.8,293.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1562,163.0,212.5,101,44,32,3.7,22.5,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1563,-893.4,-317.8,101,40,210,17.5,207.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1564,-56.9,-251.1,101,45,320,18.2,302.1,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1565,617.6,-467.2,101,4,292,30.8,314.4,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1566,-484.5,676.5,101,8,291,8.1,348.9,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1567,-889.5,-13.4,101,0,182,3.1,181.2,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1568,12.0,172.5,101,23,130,26.2,1.0,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1569,301.0,664.1,101,12,42,14.9,105.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1570,-328.1,-680.7,101,28,61,29.2,136.4,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1571,652.4,-932.0,101,10,20,2.8,239.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1572,751.1,-293.6,101,31,160,28.4,200.1,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1573,44.5,382.3,101,4,108,8.2,92.1,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1574,374.4,816.7,101,36,101,6.8,177.5,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1575,-4.4,549.6,101,2,210,24.7,118.1,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1576,428.6,-505.2,101,21,124,14.1,102.9,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1577,645.2,783.1,101,30,298,27.6,67.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1578,150.4,188.0,101,32,158,9.0,199.6,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1579,-897.1,228.5,101,17,145,20.5,285.2,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1580,658.1,-523.6,101,31,269,12.3,357.9,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1581,294.1,-322.1,101,8,192,15.7,256.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1582,-767.4,816.2,101,41,22,7.8,139.4,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1583,625.8,-761.2,101,34,274,29.6,243.6,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1584,533.9,514.3,101,36,30,10.6,202.7,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1585,694.7,546.6,101,8,223,24.8,235.7,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1586,192.6,151.2,101,7,80,29.0,68.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1587,754.0,-906.5,101,35,281,30.7,315.4,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1588,-416.3,-554.7,101,27,100,18.0,207.6,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1589,-856.6,449.1,101,18,18,5.8,82.6,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1590,-164.7,523.0,101,43,263,7.8,82.0,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1591,-236.3,-562.7,101,28,252,10.0,77.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1592,932.5,-301.6,101,0,19,24.2,61.3,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1593,601.8,721.0,101,38,71,29.1,358.1,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1594,-56.6,359.3,101,39,314,25.9,44.2,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1595,-866.1,734.0,101,18,253,5.7,274.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1596,424.1,124.9,101,37,176,1.7,208.6,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1597,458.7,135.5,101,16,269,24.3,314.8,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1598,-485.6,817.5,101,43,327,0.4,68.2,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1599,606.8,-142.4,101,15,13,30.0,262.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1600,255.5,822.5,101,43,246,17.3,100.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1601,-536.8,-518.2,101,12,277,27.0,87.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1602,764.8,-243.7,101,7,290,8.4,1.6,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1603,-796.5,241.0,101,25,71,21.8,334.7,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1604,-634.9,-490.5,101,36,305,14.8,171.1,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1605,191.4,-904.9,101,21,30,15.5,128.8,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1606,35.3,66.8,101,13,360,16.6,98.1,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1607,12.8,-636.2,101,30,3,8.5,90.6,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1608,639.0,559.3,101,6,128,8.3,41.3,9.0,10.0,11.0,0,0,0,0,120.0,150.0,
1609,-845.3,-621.2,101,17,250,5.5,74.3,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1610,710.4,-246.1,101,22,245,11.4,279.9,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1611,-237.9,-923.7,101,12,157,15.4,227.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1612,202.8,-375.6,101,9,132,21.2,277.2,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1613,-98.8,821.0,101,21,45,8.3,307.2,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1614,-523.6,600.1,101,36,326,24.6,115.9,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1615,57.6,733.0,101,31,292,28.9,5.5,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1616,1.0,-601.2,101,16,98,5.5,281.1,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1617,619.3,-359.0,101,38,241,17.5,134.9,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1618,-662.3,-664.4,101,40,10,5.0,278.1,6.0,7.0,8.0,0,0,0,0,120.0,150.0,
1619,851.6,-439.9,101,35,113,23.4,320.8,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1620,872.5,400.5,101,29,246,23.9,262.3,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1621,-610.7,428.5,101,38,58,5.3,64.1,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1622,-16.3,794.4,101,18,64,15.4,254.7,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1623,-558.3,754.8,101,9,342,3.6,261.8,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1624,-254.2,-668.0,101,4,223,5.9,79.2,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1625,501.7,-516.7,101,24,267,9.5,58.8,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1626,523.3,796.0,101,39,10,28.9,199.4,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1627,-328.3,-490.4,101,36,226,26.6,67.0,9.0,10.0,11.0,0,0,0,0,90.0,120.0,
1628,-698.8,415.0,101,17,351,17.0,298.5,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1629,709.4,712.0,101,20,127,24.3,18.1,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1630,174.0,476.3,101,21,113,26.7,243.0,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1631,-905.6,299.2,101,36,144,26.4,176.6,12.0,13.0,14.0,0,0,0,0,60.0,90.0,
1632,-934.5,-946.3,101,13,300,12.7,113.9,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1633,-794.5,863.1,101,23,345,8.9,313.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1634,301.5,478.2,101,28,54,30.1,234.8,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1635,-717.7,128.8,101,28,319,0.4,151.4,3.0,4.0,5.0,0,0,0,0,60.0,90.0,
1636,55.6,103.4,101,16,161,4.2,354.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1637,882.3,-544.4,101,26,191,29.5,27.6,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1638,-641.8,520.6,101,40,245,18.2,137.9,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1639,-714.0,-597.6,101,25,47,28.3,52.0,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1640,-610.1,-952.4,101,38,38,3.1,68.4,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1641,32.9,566.0,101,17,241,26.9,342.4,12.0,13.0,14.0,0,0,0,0,30.0,60.0,
1642,-164.7,-227.1,101,9,166,28.8,310.2,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1643,-893.6,117.8,101,2,256,6.2,1.2,6.0,7.0,8.0,0,0,0,0,60.0,90.0,
1644,150.8,857.1,101,36,297,29.6,163.2,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1645,-597.3,173.0,101,7,314,16.4,124.0,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1646,-326.5,-579.8,101,33,245,22.9,214.6,3.0,4.0,5.0,0,0,0,0,120.0,150.0,
1647,16.9,-598.3,101,29,107,11.3,236.5,9.0,10.0,11.0,0,0,0,0,60.0,90.0,
1648,454.5,453.6,101,9,10,11.7,138.0,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1649,162.7,614.0,101,41,125,12.4,162.6,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1650,-176.8,244.5,101,39,131,1.6,160.9,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1651,346.1,390.7,101,11,212,30.1,214.6,9.0,10.0,11.0,0,0,0,0,30.0,60.0,
1652,-439.2,-684.2,101,0,270,15.7,338.9,12.0,13.0,14.0,0,0,0,0,120.0,150.0,
1653,467.6,692.5,101,24,264,29.4,228.5,3.0,4.0,5.0,0,0,0,0,90.0,120.0,
1654,-576.8,582.0,101,44,10,27.1,249.2,6.0,7.0,8.0,0,0,0,0,30.0,60.0,
1655,68.4,320.6,101,24,213,6.9,117.3,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1656,792.2,348.4,101,7,332,28.2,328.5,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1657,561.1,546.7,101,6,140,17.8,158.4,12.0,13.0,14.0,0,0,0,0,90.0,120.0,
1658,639.1,751.4,101,0,219,5.7,61.5,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
1659,746.3,373.9,101,0,337,10.3,20.8,6.0,7.0,8.0,0,0,0,0,90.0,120.0,
1660,83.3,-542.4,101,5,188,20.7,292.1,3.0,4.0,5.0,0,0,0,0,30.0,60.0,
